;obstype@body;codetype@body;entryno@body;varno@body;date@hdr;time@hdr;stalt@hdr;statid@hdr;obstype@hdr;codetype@hdr;source@hdr;groupid@hdr;reportype@hdr;class@desc;type@desc;stream@desc;expver@desc;levtype@desc;andate@desc;antime@desc;lat@hdr;lon@hdr;obsvalue@body;stationid@hdr
27624;15;187;1;58;20150625;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150625;2300;52.378;4.8942;71.0;Ams01
27672;15;187;1;58;20150626;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;0;52.378;4.8942;67.9;Ams01
27720;15;187;1;58;20150626;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;100;52.378;4.8942;68.4;Ams01
27768;15;187;1;58;20150626;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;200;52.378;4.8942;69.5;Ams01
27816;15;187;1;58;20150626;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;300;52.378;4.8942;70.5;Ams01
27864;15;187;1;58;20150626;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;400;52.378;4.8942;70.2;Ams01
27912;15;187;1;58;20150626;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;500;52.378;4.8942;67.3;Ams01
27960;15;187;1;58;20150626;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;600;52.378;4.8942;61.8;Ams01
28008;15;187;1;58;20150626;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;700;52.378;4.8942;55.6;Ams01
28056;15;187;1;58;20150626;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;800;52.378;4.8942;55.3;Ams01
28104;15;187;1;58;20150626;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;900;52.378;4.8942;49.9;Ams01
28152;15;187;1;58;20150626;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;1000;52.378;4.8942;36.7;Ams01
28200;15;187;1;58;20150626;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;1100;52.378;4.8942;30.3;Ams01
28248;15;187;1;58;20150626;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;1200;52.378;4.8942;29.7;Ams01
28296;15;187;1;58;20150626;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;1300;52.378;4.8942;25.5;Ams01
28344;15;187;1;58;20150626;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;1400;52.378;4.8942;33.6;Ams01
28392;15;187;1;58;20150626;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;1500;52.378;4.8942;40.2;Ams01
28440;15;187;1;58;20150626;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;1600;52.378;4.8942;47.4;Ams01
28488;15;187;1;58;20150626;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;1700;52.378;4.8942;48.2;Ams01
28536;15;187;1;58;20150626;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;1800;52.378;4.8942;50.0;Ams01
28584;15;187;1;58;20150626;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;1900;52.378;4.8942;51.7;Ams01
28632;15;187;1;58;20150626;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;2000;52.378;4.8942;56.1;Ams01
28680;15;187;1;58;20150626;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;2100;52.378;4.8942;65.0;Ams01
28728;15;187;1;58;20150626;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;2200;52.378;4.8942;70.3;Ams01
28776;15;187;1;58;20150626;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150626;2300;52.378;4.8942;75.0;Ams01
28824;15;187;1;58;20150627;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;0;52.378;4.8942;82.6;Ams01
28872;15;187;1;58;20150627;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;100;52.378;4.8942;83.4;Ams01
28920;15;187;1;58;20150627;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;200;52.378;4.8942;83.4;Ams01
28968;15;187;1;58;20150627;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;300;52.378;4.8942;83.4;Ams01
29016;15;187;1;58;20150627;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;400;52.378;4.8942;82.9;Ams01
29064;15;187;1;58;20150627;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;500;52.378;4.8942;83.3;Ams01
29112;15;187;1;58;20150627;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;600;52.378;4.8942;77.3;Ams01
29160;15;187;1;58;20150627;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;700;52.378;4.8942;72.9;Ams01
29208;15;187;1;58;20150627;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;800;52.378;4.8942;70.8;Ams01
29256;15;187;1;58;20150627;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;900;52.378;4.8942;68.1;Ams01
29304;15;187;1;58;20150627;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;1000;52.378;4.8942;64.9;Ams01
29352;15;187;1;58;20150627;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;1100;52.378;4.8942;63.6;Ams01
29400;15;187;1;58;20150627;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;1200;52.378;4.8942;63.7;Ams01
29448;15;187;1;58;20150627;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;1300;52.378;4.8942;61.2;Ams01
29496;15;187;1;58;20150627;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;1400;52.378;4.8942;60.2;Ams01
29544;15;187;1;58;20150627;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;1500;52.378;4.8942;62.2;Ams01
29592;15;187;1;58;20150627;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;1600;52.378;4.8942;63.3;Ams01
29640;15;187;1;58;20150627;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;1700;52.378;4.8942;65.6;Ams01
29688;15;187;1;58;20150627;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;1800;52.378;4.8942;68.4;Ams01
29736;15;187;1;58;20150627;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;1900;52.378;4.8942;70.5;Ams01
29784;15;187;1;58;20150627;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;2000;52.378;4.8942;70.8;Ams01
29832;15;187;1;58;20150627;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;2100;52.378;4.8942;71.8;Ams01
29880;15;187;1;58;20150627;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;2200;52.378;4.8942;73.2;Ams01
29928;15;187;1;58;20150627;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150627;2300;52.378;4.8942;73.5;Ams01
29976;15;187;1;58;20150628;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;0;52.378;4.8942;72.6;Ams01
30024;15;187;1;58;20150628;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;100;52.378;4.8942;70.4;Ams01
30072;15;187;1;58;20150628;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;200;52.378;4.8942;72.8;Ams01
30120;15;187;1;58;20150628;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;300;52.378;4.8942;73.7;Ams01
30168;15;187;1;58;20150628;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;400;52.378;4.8942;72.4;Ams01
30216;15;187;1;58;20150628;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;500;52.378;4.8942;69.2;Ams01
30264;15;187;1;58;20150628;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;600;52.378;4.8942;65.8;Ams01
30312;15;187;1;58;20150628;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;700;52.378;4.8942;63.9;Ams01
30360;15;187;1;58;20150628;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;800;52.378;4.8942;62.6;Ams01
30408;15;187;1;58;20150628;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;900;52.378;4.8942;60.8;Ams01
30456;15;187;1;58;20150628;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;1000;52.378;4.8942;58.8;Ams01
30504;15;187;1;58;20150628;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;1100;52.378;4.8942;56.9;Ams01
30552;15;187;1;58;20150628;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;1200;52.378;4.8942;52.5;Ams01
30600;15;187;1;58;20150628;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;1300;52.378;4.8942;53.1;Ams01
30648;15;187;1;58;20150628;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;1400;52.378;4.8942;57.9;Ams01
30696;15;187;1;58;20150628;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;1500;52.378;4.8942;59.5;Ams01
30744;15;187;1;58;20150628;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;1600;52.378;4.8942;62.6;Ams01
30792;15;187;1;58;20150628;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;1700;52.378;4.8942;61.9;Ams01
30840;15;187;1;58;20150628;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;1800;52.378;4.8942;62.2;Ams01
30888;15;187;1;58;20150628;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;1900;52.378;4.8942;63.1;Ams01
30936;15;187;1;58;20150628;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;2000;52.378;4.8942;65.1;Ams01
30984;15;187;1;58;20150628;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;2100;52.378;4.8942;66.9;Ams01
31032;15;187;1;58;20150628;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;2200;52.378;4.8942;67.3;Ams01
31080;15;187;1;58;20150628;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150628;2300;52.378;4.8942;69.7;Ams01
31128;15;187;1;58;20150629;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;0;52.378;4.8942;73.8;Ams01
31176;15;187;1;58;20150629;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;100;52.378;4.8942;77.6;Ams01
31224;15;187;1;58;20150629;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;200;52.378;4.8942;80.5;Ams01
31272;15;187;1;58;20150629;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;300;52.378;4.8942;81.7;Ams01
31320;15;187;1;58;20150629;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;400;52.378;4.8942;79.1;Ams01
31368;15;187;1;58;20150629;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;500;52.378;4.8942;77.5;Ams01
31416;15;187;1;58;20150629;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;600;52.378;4.8942;72.7;Ams01
31464;15;187;1;58;20150629;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;700;52.378;4.8942;67.7;Ams01
31512;15;187;1;58;20150629;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;800;52.378;4.8942;62.4;Ams01
31560;15;187;1;58;20150629;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;900;52.378;4.8942;59.1;Ams01
31608;15;187;1;58;20150629;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;1000;52.378;4.8942;57.8;Ams01
31656;15;187;1;58;20150629;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;1100;52.378;4.8942;54.5;Ams01
31704;15;187;1;58;20150629;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;1200;52.378;4.8942;50.9;Ams01
31752;15;187;1;58;20150629;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;1300;52.378;4.8942;50.4;Ams01
31800;15;187;1;58;20150629;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;1400;52.378;4.8942;48.7;Ams01
31848;15;187;1;58;20150629;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;1500;52.378;4.8942;50.0;Ams01
31896;15;187;1;58;20150629;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;1600;52.378;4.8942;50.8;Ams01
31944;15;187;1;58;20150629;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;1700;52.378;4.8942;51.7;Ams01
31992;15;187;1;58;20150629;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;1800;52.378;4.8942;57.0;Ams01
32040;15;187;1;58;20150629;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;1900;52.378;4.8942;59.1;Ams01
32088;15;187;1;58;20150629;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;2000;52.378;4.8942;61.7;Ams01
32136;15;187;1;58;20150629;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;2100;52.378;4.8942;64.3;Ams01
32184;15;187;1;58;20150629;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;2200;52.378;4.8942;67.2;Ams01
32232;15;187;1;58;20150629;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150629;2300;52.378;4.8942;71.3;Ams01
32280;15;187;1;58;20150630;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;0;52.378;4.8942;76.4;Ams01
32328;15;187;1;58;20150630;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;100;52.378;4.8942;77.9;Ams01
32376;15;187;1;58;20150630;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;200;52.378;4.8942;78.0;Ams01
32424;15;187;1;58;20150630;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;300;52.378;4.8942;75.2;Ams01
32472;15;187;1;58;20150630;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;400;52.378;4.8942;69.4;Ams01
32520;15;187;1;58;20150630;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;500;52.378;4.8942;68.2;Ams01
32568;15;187;1;58;20150630;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;600;52.378;4.8942;66.6;Ams01
32616;15;187;1;58;20150630;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;700;52.378;4.8942;61.7;Ams01
32664;15;187;1;58;20150630;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;800;52.378;4.8942;52.3;Ams01
32712;15;187;1;58;20150630;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;900;52.378;4.8942;50.4;Ams01
32760;15;187;1;58;20150630;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;1000;52.378;4.8942;50.1;Ams01
32808;15;187;1;58;20150630;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;1100;52.378;4.8942;50.3;Ams01
32856;15;187;1;58;20150630;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;1200;52.378;4.8942;49.6;Ams01
32904;15;187;1;58;20150630;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;1300;52.378;4.8942;48.9;Ams01
32952;15;187;1;58;20150630;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;1400;52.378;4.8942;49.1;Ams01
33000;15;187;1;58;20150630;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;1500;52.378;4.8942;50.9;Ams01
33048;15;187;1;58;20150630;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;1600;52.378;4.8942;52.2;Ams01
33096;15;187;1;58;20150630;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;1700;52.378;4.8942;54.2;Ams01
33144;15;187;1;58;20150630;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;1800;52.378;4.8942;54.5;Ams01
33192;15;187;1;58;20150630;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;1900;52.378;4.8942;56.1;Ams01
33240;15;187;1;58;20150630;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;2000;52.378;4.8942;58.7;Ams01
33288;15;187;1;58;20150630;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;2100;52.378;4.8942;62.6;Ams01
33336;15;187;1;58;20150630;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;2200;52.378;4.8942;68.2;Ams01
33384;15;187;1;58;20150630;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150630;2300;52.378;4.8942;65.8;Ams01
33432;15;187;1;58;20150701;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;0;52.378;4.8942;64.6;Ams01
33480;15;187;1;58;20150701;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;100;52.378;4.8942;65.6;Ams01
33528;15;187;1;58;20150701;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;200;52.378;4.8942;67.4;Ams01
33576;15;187;1;58;20150701;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;300;52.378;4.8942;68.0;Ams01
33624;15;187;1;58;20150701;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;400;52.378;4.8942;67.0;Ams01
33672;15;187;1;58;20150701;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;500;52.378;4.8942;64.8;Ams01
33720;15;187;1;58;20150701;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;600;52.378;4.8942;59.3;Ams01
33768;15;187;1;58;20150701;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;700;52.378;4.8942;57.4;Ams01
33816;15;187;1;58;20150701;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;800;52.378;4.8942;50.7;Ams01
33864;15;187;1;58;20150701;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;900;52.378;4.8942;43.4;Ams01
33912;15;187;1;58;20150701;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;1000;52.378;4.8942;36.2;Ams01
33960;15;187;1;58;20150701;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;1100;52.378;4.8942;33.6;Ams01
34008;15;187;1;58;20150701;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;1200;52.378;4.8942;32.6;Ams01
34056;15;187;1;58;20150701;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;1300;52.378;4.8942;30.7;Ams01
34104;15;187;1;58;20150701;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;1400;52.378;4.8942;30.0;Ams01
34152;15;187;1;58;20150701;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;1500;52.378;4.8942;30.7;Ams01
34200;15;187;1;58;20150701;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;1600;52.378;4.8942;32.2;Ams01
34248;15;187;1;58;20150701;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;1700;52.378;4.8942;39.2;Ams01
34296;15;187;1;58;20150701;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;1800;52.378;4.8942;44.1;Ams01
34344;15;187;1;58;20150701;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;1900;52.378;4.8942;48.3;Ams01
34392;15;187;1;58;20150701;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;2000;52.378;4.8942;50.7;Ams01
34440;15;187;1;58;20150701;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;2100;52.378;4.8942;52.0;Ams01
34488;15;187;1;58;20150701;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;2200;52.378;4.8942;52.4;Ams01
34536;15;187;1;58;20150701;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150701;2300;52.378;4.8942;53.1;Ams01
34584;15;187;1;58;20150702;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;0;52.378;4.8942;53.3;Ams01
34632;15;187;1;58;20150702;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;100;52.378;4.8942;54.3;Ams01
34680;15;187;1;58;20150702;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;200;52.378;4.8942;55.4;Ams01
34728;15;187;1;58;20150702;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;300;52.378;4.8942;55.8;Ams01
34776;15;187;1;58;20150702;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;400;52.378;4.8942;55.9;Ams01
34824;15;187;1;58;20150702;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;500;52.378;4.8942;54.6;Ams01
34872;15;187;1;58;20150702;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;600;52.378;4.8942;54.5;Ams01
34920;15;187;1;58;20150702;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;700;52.378;4.8942;53.8;Ams01
34968;15;187;1;58;20150702;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;800;52.378;4.8942;51.4;Ams01
35016;15;187;1;58;20150702;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;900;52.378;4.8942;49.6;Ams01
35064;15;187;1;58;20150702;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;1000;52.378;4.8942;52.6;Ams01
35112;15;187;1;58;20150702;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;1100;52.378;4.8942;53.5;Ams01
35160;15;187;1;58;20150702;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;1200;52.378;4.8942;57.4;Ams01
35208;15;187;1;58;20150702;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;1300;52.378;4.8942;63.8;Ams01
35256;15;187;1;58;20150702;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;1400;52.378;4.8942;63.7;Ams01
35304;15;187;1;58;20150702;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;1500;52.378;4.8942;67.4;Ams01
35352;15;187;1;58;20150702;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;1600;52.378;4.8942;61.1;Ams01
35400;15;187;1;58;20150702;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;1700;52.378;4.8942;59.1;Ams01
35448;15;187;1;58;20150702;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;1800;52.378;4.8942;62.6;Ams01
35496;15;187;1;58;20150702;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;1900;52.378;4.8942;71.7;Ams01
35544;15;187;1;58;20150702;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150702;2000;52.378;4.8942;78.4;Ams01
