;obstype@body;codetype@body;entryno@body;varno@body;date@hdr;time@hdr;stalt@hdr;statid@hdr;obstype@hdr;codetype@hdr;source@hdr;groupid@hdr;reportype@hdr;class@desc;type@desc;stream@desc;expver@desc;levtype@desc;andate@desc;antime@desc;lat@hdr;lon@hdr;obsvalue@body;stationid@hdr
24;15;187;1;58;20150602;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;0;52.378;4.8942;66.9;Ams01
72;15;187;1;58;20150602;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;100;52.378;4.8942;66.9;Ams01
120;15;187;1;58;20150602;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;200;52.378;4.8942;65.1;Ams01
168;15;187;1;58;20150602;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;300;52.378;4.8942;67.6;Ams01
216;15;187;1;58;20150602;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;400;52.378;4.8942;77.2;Ams01
264;15;187;1;58;20150602;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;500;52.378;4.8942;84.8;Ams01
312;15;187;1;58;20150602;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;600;52.378;4.8942;85.3;Ams01
360;15;187;1;58;20150602;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;700;52.378;4.8942;81.3;Ams01
408;15;187;1;58;20150602;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;800;52.378;4.8942;78.7;Ams01
456;15;187;1;58;20150602;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;900;52.378;4.8942;76.9;Ams01
504;15;187;1;58;20150602;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1000;52.378;4.8942;75.7;Ams01
552;15;187;1;58;20150602;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1100;52.378;4.8942;75.4;Ams01
600;15;187;1;58;20150602;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1200;52.378;4.8942;76.5;Ams01
648;15;187;1;58;20150602;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1300;52.378;4.8942;81.7;Ams01
696;15;187;1;58;20150602;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1400;52.378;4.8942;86.5;Ams01
744;15;187;1;58;20150602;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1500;52.378;4.8942;85.8;Ams01
792;15;187;1;58;20150602;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1600;52.378;4.8942;84.9;Ams01
840;15;187;1;58;20150602;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1700;52.378;4.8942;81.4;Ams01
888;15;187;1;58;20150602;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1800;52.378;4.8942;77.8;Ams01
936;15;187;1;58;20150602;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1900;52.378;4.8942;75.4;Ams01
984;15;187;1;58;20150602;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;2000;52.378;4.8942;69.7;Ams01
1032;15;187;1;58;20150602;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;2100;52.378;4.8942;70.8;Ams01
1080;15;187;1;58;20150602;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;2200;52.378;4.8942;73.4;Ams01
1128;15;187;1;58;20150602;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;2300;52.378;4.8942;74.2;Ams01
1176;15;187;1;58;20150603;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;0;52.378;4.8942;75.3;Ams01
1224;15;187;1;58;20150603;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;100;52.378;4.8942;77.5;Ams01
1272;15;187;1;58;20150603;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;200;52.378;4.8942;79.1;Ams01
1320;15;187;1;58;20150603;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;300;52.378;4.8942;78.0;Ams01
1368;15;187;1;58;20150603;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;400;52.378;4.8942;74.6;Ams01
1416;15;187;1;58;20150603;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;500;52.378;4.8942;72.9;Ams01
1464;15;187;1;58;20150603;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;600;52.378;4.8942;69.1;Ams01
1512;15;187;1;58;20150603;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;700;52.378;4.8942;67.2;Ams01
1560;15;187;1;58;20150603;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;800;52.378;4.8942;65.7;Ams01
1608;15;187;1;58;20150603;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;900;52.378;4.8942;63.2;Ams01
1656;15;187;1;58;20150603;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1000;52.378;4.8942;64.3;Ams01
1704;15;187;1;58;20150603;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1100;52.378;4.8942;63.3;Ams01
1752;15;187;1;58;20150603;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1200;52.378;4.8942;58.2;Ams01
1800;15;187;1;58;20150603;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1300;52.378;4.8942;58.9;Ams01
1848;15;187;1;58;20150603;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1400;52.378;4.8942;58.4;Ams01
1896;15;187;1;58;20150603;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1500;52.378;4.8942;59.7;Ams01
1944;15;187;1;58;20150603;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1600;52.378;4.8942;63.1;Ams01
1992;15;187;1;58;20150603;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1700;52.378;4.8942;63.7;Ams01
2040;15;187;1;58;20150603;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1800;52.378;4.8942;65.1;Ams01
2088;15;187;1;58;20150603;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1900;52.378;4.8942;66.2;Ams01
2136;15;187;1;58;20150603;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;2000;52.378;4.8942;66.5;Ams01
2184;15;187;1;58;20150603;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;2100;52.378;4.8942;68.1;Ams01
2232;15;187;1;58;20150603;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;2200;52.378;4.8942;68.9;Ams01
2280;15;187;1;58;20150603;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;2300;52.378;4.8942;70.7;Ams01
2328;15;187;1;58;20150604;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;0;52.378;4.8942;72.4;Ams01
2376;15;187;1;58;20150604;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;100;52.378;4.8942;73.7;Ams01
2424;15;187;1;58;20150604;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;200;52.378;4.8942;73.6;Ams01
2472;15;187;1;58;20150604;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;300;52.378;4.8942;71.8;Ams01
2520;15;187;1;58;20150604;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;400;52.378;4.8942;68.7;Ams01
2568;15;187;1;58;20150604;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;500;52.378;4.8942;65.4;Ams01
2616;15;187;1;58;20150604;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;600;52.378;4.8942;61.2;Ams01
2664;15;187;1;58;20150604;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;700;52.378;4.8942;58.7;Ams01
2712;15;187;1;58;20150604;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;800;52.378;4.8942;51.8;Ams01
2760;15;187;1;58;20150604;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;900;52.378;4.8942;49.1;Ams01
2808;15;187;1;58;20150604;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1000;52.378;4.8942;48.7;Ams01
2856;15;187;1;58;20150604;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1100;52.378;4.8942;49.0;Ams01
2904;15;187;1;58;20150604;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1200;52.378;4.8942;47.3;Ams01
2952;15;187;1;58;20150604;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1300;52.378;4.8942;47.1;Ams01
3000;15;187;1;58;20150604;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1400;52.378;4.8942;48.3;Ams01
3048;15;187;1;58;20150604;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1500;52.378;4.8942;50.1;Ams01
3096;15;187;1;58;20150604;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1600;52.378;4.8942;52.0;Ams01
3144;15;187;1;58;20150604;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1700;52.378;4.8942;57.6;Ams01
3192;15;187;1;58;20150604;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1800;52.378;4.8942;61.4;Ams01
3240;15;187;1;58;20150604;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1900;52.378;4.8942;62.2;Ams01
3288;15;187;1;58;20150604;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;2000;52.378;4.8942;63.1;Ams01
3336;15;187;1;58;20150604;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;2100;52.378;4.8942;64.5;Ams01
3384;15;187;1;58;20150604;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;2200;52.378;4.8942;69.6;Ams01
3432;15;187;1;58;20150604;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;2300;52.378;4.8942;69.7;Ams01
3480;15;187;1;58;20150605;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;0;52.378;4.8942;70.8;Ams01
3528;15;187;1;58;20150605;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;100;52.378;4.8942;72.9;Ams01
3576;15;187;1;58;20150605;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;200;52.378;4.8942;73.2;Ams01
3624;15;187;1;58;20150605;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;300;52.378;4.8942;70.0;Ams01
3672;15;187;1;58;20150605;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;400;52.378;4.8942;67.1;Ams01
3720;15;187;1;58;20150605;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;500;52.378;4.8942;63.0;Ams01
3768;15;187;1;58;20150605;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;600;52.378;4.8942;59.0;Ams01
3816;15;187;1;58;20150605;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;700;52.378;4.8942;55.8;Ams01
3864;15;187;1;58;20150605;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;800;52.378;4.8942;51.0;Ams01
3912;15;187;1;58;20150605;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;900;52.378;4.8942;47.7;Ams01
3960;15;187;1;58;20150605;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1000;52.378;4.8942;45.8;Ams01
4008;15;187;1;58;20150605;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1100;52.378;4.8942;47.7;Ams01
4056;15;187;1;58;20150605;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1200;52.378;4.8942;48.1;Ams01
4104;15;187;1;58;20150605;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1300;52.378;4.8942;45.7;Ams01
4152;15;187;1;58;20150605;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1400;52.378;4.8942;44.7;Ams01
4200;15;187;1;58;20150605;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1500;52.378;4.8942;59.5;Ams01
4248;15;187;1;58;20150605;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1600;52.378;4.8942;69.8;Ams01
4296;15;187;1;58;20150605;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1700;52.378;4.8942;76.7;Ams01
4344;15;187;1;58;20150605;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1800;52.378;4.8942;79.8;Ams01
4392;15;187;1;58;20150605;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1900;52.378;4.8942;78.7;Ams01
4440;15;187;1;58;20150605;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;2000;52.378;4.8942;77.5;Ams01
4488;15;187;1;58;20150605;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;2100;52.378;4.8942;76.0;Ams01
4536;15;187;1;58;20150605;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;2200;52.378;4.8942;73.3;Ams01
4584;15;187;1;58;20150605;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;2300;52.378;4.8942;77.4;Ams01
4632;15;187;1;58;20150606;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;0;52.378;4.8942;78.1;Ams01
4680;15;187;1;58;20150606;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;100;52.378;4.8942;79.7;Ams01
4728;15;187;1;58;20150606;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;200;52.378;4.8942;73.5;Ams01
4776;15;187;1;58;20150606;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;300;52.378;4.8942;73.0;Ams01
4824;15;187;1;58;20150606;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;400;52.378;4.8942;64.0;Ams01
4872;15;187;1;58;20150606;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;500;52.378;4.8942;62.2;Ams01
4920;15;187;1;58;20150606;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;600;52.378;4.8942;60.3;Ams01
4968;15;187;1;58;20150606;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;700;52.378;4.8942;59.6;Ams01
5016;15;187;1;58;20150606;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;800;52.378;4.8942;55.2;Ams01
5064;15;187;1;58;20150606;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;900;52.378;4.8942;49.2;Ams01
5112;15;187;1;58;20150606;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1000;52.378;4.8942;44.5;Ams01
5160;15;187;1;58;20150606;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1100;52.378;4.8942;43.4;Ams01
5208;15;187;1;58;20150606;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1200;52.378;4.8942;44.2;Ams01
5256;15;187;1;58;20150606;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1300;52.378;4.8942;43.9;Ams01
5304;15;187;1;58;20150606;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1400;52.378;4.8942;46.6;Ams01
5352;15;187;1;58;20150606;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1500;52.378;4.8942;49.2;Ams01
5400;15;187;1;58;20150606;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1600;52.378;4.8942;48.2;Ams01
5448;15;187;1;58;20150606;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1700;52.378;4.8942;53.3;Ams01
5496;15;187;1;58;20150606;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1800;52.378;4.8942;57.9;Ams01
5544;15;187;1;58;20150606;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1900;52.378;4.8942;62.8;Ams01
5592;15;187;1;58;20150606;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;2000;52.378;4.8942;65.2;Ams01
5640;15;187;1;58;20150606;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;2100;52.378;4.8942;69.8;Ams01
5688;15;187;1;58;20150606;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;2200;52.378;4.8942;72.3;Ams01
5736;15;187;1;58;20150606;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;2300;52.378;4.8942;74.3;Ams01
5784;15;187;1;58;20150607;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;0;52.378;4.8942;76.2;Ams01
5832;15;187;1;58;20150607;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;100;52.378;4.8942;78.3;Ams01
5880;15;187;1;58;20150607;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;200;52.378;4.8942;77.5;Ams01
5928;15;187;1;58;20150607;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;300;52.378;4.8942;76.0;Ams01
5976;15;187;1;58;20150607;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;400;52.378;4.8942;70.6;Ams01
6024;15;187;1;58;20150607;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;500;52.378;4.8942;64.3;Ams01
6072;15;187;1;58;20150607;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;600;52.378;4.8942;60.1;Ams01
6120;15;187;1;58;20150607;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;700;52.378;4.8942;56.9;Ams01
6168;15;187;1;58;20150607;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;800;52.378;4.8942;55.2;Ams01
6216;15;187;1;58;20150607;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;900;52.378;4.8942;55.8;Ams01
6264;15;187;1;58;20150607;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1000;52.378;4.8942;49.3;Ams01
6312;15;187;1;58;20150607;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1100;52.378;4.8942;46.5;Ams01
6360;15;187;1;58;20150607;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1200;52.378;4.8942;49.3;Ams01
6408;15;187;1;58;20150607;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1300;52.378;4.8942;52.3;Ams01
6456;15;187;1;58;20150607;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1400;52.378;4.8942;53.1;Ams01
6504;15;187;1;58;20150607;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1500;52.378;4.8942;54.3;Ams01
6552;15;187;1;58;20150607;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1600;52.378;4.8942;57.3;Ams01
6600;15;187;1;58;20150607;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1700;52.378;4.8942;60.8;Ams01
6648;15;187;1;58;20150607;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1800;52.378;4.8942;63.6;Ams01
6696;15;187;1;58;20150607;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1900;52.378;4.8942;66.0;Ams01
6744;15;187;1;58;20150607;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;2000;52.378;4.8942;68.6;Ams01
6792;15;187;1;58;20150607;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;2100;52.378;4.8942;69.8;Ams01
6840;15;187;1;58;20150607;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;2200;52.378;4.8942;71.5;Ams01
6888;15;187;1;58;20150607;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;2300;52.378;4.8942;72.2;Ams01
6936;15;187;1;58;20150608;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;0;52.378;4.8942;73.1;Ams01
6984;15;187;1;58;20150608;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;100;52.378;4.8942;74.4;Ams01
7032;15;187;1;58;20150608;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;200;52.378;4.8942;75.1;Ams01
7080;15;187;1;58;20150608;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;300;52.378;4.8942;74.7;Ams01
7128;15;187;1;58;20150608;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;400;52.378;4.8942;74.8;Ams01
7176;15;187;1;58;20150608;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;500;52.378;4.8942;73.0;Ams01
7224;15;187;1;58;20150608;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;600;52.378;4.8942;68.6;Ams01
7272;15;187;1;58;20150608;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;700;52.378;4.8942;62.8;Ams01
7320;15;187;1;58;20150608;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;800;52.378;4.8942;59.5;Ams01
7368;15;187;1;58;20150608;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;900;52.378;4.8942;54.4;Ams01
7416;15;187;1;58;20150608;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1000;52.378;4.8942;53.8;Ams01
7464;15;187;1;58;20150608;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1100;52.378;4.8942;54.7;Ams01
7512;15;187;1;58;20150608;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1200;52.378;4.8942;54.5;Ams01
7560;15;187;1;58;20150608;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1300;52.378;4.8942;55.7;Ams01
7608;15;187;1;58;20150608;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1400;52.378;4.8942;57.4;Ams01
7656;15;187;1;58;20150608;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1500;52.378;4.8942;56.9;Ams01
7704;15;187;1;58;20150608;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1600;52.378;4.8942;59.4;Ams01
7752;15;187;1;58;20150608;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1700;52.378;4.8942;60.4;Ams01
7800;15;187;1;58;20150608;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1800;52.378;4.8942;62.4;Ams01
7848;15;187;1;58;20150608;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1900;52.378;4.8942;65.8;Ams01
7896;15;187;1;58;20150608;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;2000;52.378;4.8942;68.5;Ams01
7944;15;187;1;58;20150608;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;2100;52.378;4.8942;71.0;Ams01
