;obstype@body;codetype@body;entryno@body;varno@body;date@hdr;time@hdr;stalt@hdr;statid@hdr;obstype@hdr;codetype@hdr;source@hdr;groupid@hdr;reportype@hdr;class@desc;type@desc;stream@desc;expver@desc;levtype@desc;andate@desc;antime@desc;lat@hdr;lon@hdr;obsvalue@body;stationid@hdr
0;15;187;1;39;20150602;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;0;52.378;4.8942;12.9;Ams01
48;15;187;1;39;20150602;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;100;52.378;4.8942;12.93;Ams01
96;15;187;1;39;20150602;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;200;52.378;4.8942;13.3;Ams01
144;15;187;1;39;20150602;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;300;52.378;4.8942;13.04;Ams01
192;15;187;1;39;20150602;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;400;52.378;4.8942;12.09;Ams01
240;15;187;1;39;20150602;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;500;52.378;4.8942;11.43;Ams01
288;15;187;1;39;20150602;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;600;52.378;4.8942;11.71;Ams01
336;15;187;1;39;20150602;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;700;52.378;4.8942;12.9;Ams01
384;15;187;1;39;20150602;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;800;52.378;4.8942;13.7;Ams01
432;15;187;1;39;20150602;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;900;52.378;4.8942;14.51;Ams01
480;15;187;1;39;20150602;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1000;52.378;4.8942;15.3;Ams01
528;15;187;1;39;20150602;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1100;52.378;4.8942;16.07;Ams01
576;15;187;1;39;20150602;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1200;52.378;4.8942;16.23;Ams01
624;15;187;1;39;20150602;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1300;52.378;4.8942;15.81;Ams01
672;15;187;1;39;20150602;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1400;52.378;4.8942;15.45;Ams01
720;15;187;1;39;20150602;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1500;52.378;4.8942;15.81;Ams01
768;15;187;1;39;20150602;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1600;52.378;4.8942;16.03;Ams01
816;15;187;1;39;20150602;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1700;52.378;4.8942;16.44;Ams01
864;15;187;1;39;20150602;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1800;52.378;4.8942;16.75;Ams01
912;15;187;1;39;20150602;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;1900;52.378;4.8942;16.46;Ams01
960;15;187;1;39;20150602;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;2000;52.378;4.8942;16.0;Ams01
1008;15;187;1;39;20150602;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;2100;52.378;4.8942;15.22;Ams01
1056;15;187;1;39;20150602;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;2200;52.378;4.8942;14.62;Ams01
1104;15;187;1;39;20150602;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150602;2300;52.378;4.8942;14.37;Ams01
1152;15;187;1;39;20150603;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;0;52.378;4.8942;14.11;Ams01
1200;15;187;1;39;20150603;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;100;52.378;4.8942;13.65;Ams01
1248;15;187;1;39;20150603;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;200;52.378;4.8942;13.37;Ams01
1296;15;187;1;39;20150603;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;300;52.378;4.8942;13.5;Ams01
1344;15;187;1;39;20150603;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;400;52.378;4.8942;13.79;Ams01
1392;15;187;1;39;20150603;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;500;52.378;4.8942;14.05;Ams01
1440;15;187;1;39;20150603;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;600;52.378;4.8942;14.46;Ams01
1488;15;187;1;39;20150603;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;700;52.378;4.8942;14.93;Ams01
1536;15;187;1;39;20150603;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;800;52.378;4.8942;15.44;Ams01
1584;15;187;1;39;20150603;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;900;52.378;4.8942;15.89;Ams01
1632;15;187;1;39;20150603;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1000;52.378;4.8942;15.71;Ams01
1680;15;187;1;39;20150603;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1100;52.378;4.8942;15.82;Ams01
1728;15;187;1;39;20150603;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1200;52.378;4.8942;17.17;Ams01
1776;15;187;1;39;20150603;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1300;52.378;4.8942;16.77;Ams01
1824;15;187;1;39;20150603;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1400;52.378;4.8942;16.77;Ams01
1872;15;187;1;39;20150603;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1500;52.378;4.8942;16.33;Ams01
1920;15;187;1;39;20150603;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1600;52.378;4.8942;15.75;Ams01
1968;15;187;1;39;20150603;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1700;52.378;4.8942;15.55;Ams01
2016;15;187;1;39;20150603;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1800;52.378;4.8942;14.98;Ams01
2064;15;187;1;39;20150603;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;1900;52.378;4.8942;14.23;Ams01
2112;15;187;1;39;20150603;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;2000;52.378;4.8942;13.87;Ams01
2160;15;187;1;39;20150603;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;2100;52.378;4.8942;13.53;Ams01
2208;15;187;1;39;20150603;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;2200;52.378;4.8942;13.27;Ams01
2256;15;187;1;39;20150603;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150603;2300;52.378;4.8942;13.15;Ams01
2304;15;187;1;39;20150604;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;0;52.378;4.8942;12.61;Ams01
2352;15;187;1;39;20150604;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;100;52.378;4.8942;12.26;Ams01
2400;15;187;1;39;20150604;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;200;52.378;4.8942;11.81;Ams01
2448;15;187;1;39;20150604;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;300;52.378;4.8942;11.91;Ams01
2496;15;187;1;39;20150604;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;400;52.378;4.8942;12.77;Ams01
2544;15;187;1;39;20150604;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;500;52.378;4.8942;14.32;Ams01
2592;15;187;1;39;20150604;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;600;52.378;4.8942;15.69;Ams01
2640;15;187;1;39;20150604;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;700;52.378;4.8942;17.12;Ams01
2688;15;187;1;39;20150604;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;800;52.378;4.8942;18.73;Ams01
2736;15;187;1;39;20150604;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;900;52.378;4.8942;19.58;Ams01
2784;15;187;1;39;20150604;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1000;52.378;4.8942;20.12;Ams01
2832;15;187;1;39;20150604;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1100;52.378;4.8942;20.17;Ams01
2880;15;187;1;39;20150604;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1200;52.378;4.8942;20.28;Ams01
2928;15;187;1;39;20150604;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1300;52.378;4.8942;20.29;Ams01
2976;15;187;1;39;20150604;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1400;52.378;4.8942;20.27;Ams01
3024;15;187;1;39;20150604;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1500;52.378;4.8942;20.15;Ams01
3072;15;187;1;39;20150604;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1600;52.378;4.8942;20.0;Ams01
3120;15;187;1;39;20150604;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1700;52.378;4.8942;19.58;Ams01
3168;15;187;1;39;20150604;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1800;52.378;4.8942;19.03;Ams01
3216;15;187;1;39;20150604;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;1900;52.378;4.8942;18.44;Ams01
3264;15;187;1;39;20150604;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;2000;52.378;4.8942;17.8;Ams01
3312;15;187;1;39;20150604;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;2100;52.378;4.8942;17.25;Ams01
3360;15;187;1;39;20150604;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;2200;52.378;4.8942;16.24;Ams01
3408;15;187;1;39;20150604;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150604;2300;52.378;4.8942;15.81;Ams01
3456;15;187;1;39;20150605;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;0;52.378;4.8942;15.32;Ams01
3504;15;187;1;39;20150605;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;100;52.378;4.8942;14.89;Ams01
3552;15;187;1;39;20150605;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;200;52.378;4.8942;14.93;Ams01
3600;15;187;1;39;20150605;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;300;52.378;4.8942;15.37;Ams01
3648;15;187;1;39;20150605;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;400;52.378;4.8942;16.47;Ams01
3696;15;187;1;39;20150605;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;500;52.378;4.8942;18.62;Ams01
3744;15;187;1;39;20150605;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;600;52.378;4.8942;20.88;Ams01
3792;15;187;1;39;20150605;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;700;52.378;4.8942;22.72;Ams01
3840;15;187;1;39;20150605;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;800;52.378;4.8942;25.36;Ams01
3888;15;187;1;39;20150605;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;900;52.378;4.8942;27.27;Ams01
3936;15;187;1;39;20150605;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1000;52.378;4.8942;28.68;Ams01
3984;15;187;1;39;20150605;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1100;52.378;4.8942;29.42;Ams01
4032;15;187;1;39;20150605;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1200;52.378;4.8942;29.93;Ams01
4080;15;187;1;39;20150605;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1300;52.378;4.8942;30.62;Ams01
4128;15;187;1;39;20150605;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1400;52.378;4.8942;30.58;Ams01
4176;15;187;1;39;20150605;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1500;52.378;4.8942;24.52;Ams01
4224;15;187;1;39;20150605;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1600;52.378;4.8942;21.58;Ams01
4272;15;187;1;39;20150605;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1700;52.378;4.8942;20.34;Ams01
4320;15;187;1;39;20150605;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1800;52.378;4.8942;19.82;Ams01
4368;15;187;1;39;20150605;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;1900;52.378;4.8942;19.83;Ams01
4416;15;187;1;39;20150605;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;2000;52.378;4.8942;20.06;Ams01
4464;15;187;1;39;20150605;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;2100;52.378;4.8942;19.16;Ams01
4512;15;187;1;39;20150605;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;2200;52.378;4.8942;17.73;Ams01
4560;15;187;1;39;20150605;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150605;2300;52.378;4.8942;17.18;Ams01
4608;15;187;1;39;20150606;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;0;52.378;4.8942;16.6;Ams01
4656;15;187;1;39;20150606;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;100;52.378;4.8942;15.64;Ams01
4704;15;187;1;39;20150606;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;200;52.378;4.8942;15.12;Ams01
4752;15;187;1;39;20150606;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;300;52.378;4.8942;14.77;Ams01
4800;15;187;1;39;20150606;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;400;52.378;4.8942;14.77;Ams01
4848;15;187;1;39;20150606;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;500;52.378;4.8942;14.71;Ams01
4896;15;187;1;39;20150606;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;600;52.378;4.8942;15.23;Ams01
4944;15;187;1;39;20150606;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;700;52.378;4.8942;16.12;Ams01
4992;15;187;1;39;20150606;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;800;52.378;4.8942;16.56;Ams01
5040;15;187;1;39;20150606;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;900;52.378;4.8942;16.71;Ams01
5088;15;187;1;39;20150606;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1000;52.378;4.8942;17.23;Ams01
5136;15;187;1;39;20150606;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1100;52.378;4.8942;17.52;Ams01
5184;15;187;1;39;20150606;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1200;52.378;4.8942;17.7;Ams01
5232;15;187;1;39;20150606;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1300;52.378;4.8942;17.67;Ams01
5280;15;187;1;39;20150606;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1400;52.378;4.8942;17.46;Ams01
5328;15;187;1;39;20150606;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1500;52.378;4.8942;17.15;Ams01
5376;15;187;1;39;20150606;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1600;52.378;4.8942;17.0;Ams01
5424;15;187;1;39;20150606;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1700;52.378;4.8942;16.52;Ams01
5472;15;187;1;39;20150606;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1800;52.378;4.8942;15.73;Ams01
5520;15;187;1;39;20150606;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;1900;52.378;4.8942;15.02;Ams01
5568;15;187;1;39;20150606;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;2000;52.378;4.8942;14.58;Ams01
5616;15;187;1;39;20150606;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;2100;52.378;4.8942;14.06;Ams01
5664;15;187;1;39;20150606;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;2200;52.378;4.8942;13.72;Ams01
5712;15;187;1;39;20150606;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150606;2300;52.378;4.8942;13.53;Ams01
5760;15;187;1;39;20150607;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;0;52.378;4.8942;13.32;Ams01
5808;15;187;1;39;20150607;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;100;52.378;4.8942;12.96;Ams01
5856;15;187;1;39;20150607;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;200;52.378;4.8942;12.81;Ams01
5904;15;187;1;39;20150607;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;300;52.378;4.8942;12.9;Ams01
5952;15;187;1;39;20150607;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;400;52.378;4.8942;13.7;Ams01
6000;15;187;1;39;20150607;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;500;52.378;4.8942;14.68;Ams01
6048;15;187;1;39;20150607;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;600;52.378;4.8942;15.51;Ams01
6096;15;187;1;39;20150607;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;700;52.378;4.8942;16.22;Ams01
6144;15;187;1;39;20150607;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;800;52.378;4.8942;16.86;Ams01
6192;15;187;1;39;20150607;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;900;52.378;4.8942;16.97;Ams01
6240;15;187;1;39;20150607;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1000;52.378;4.8942;17.08;Ams01
6288;15;187;1;39;20150607;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1100;52.378;4.8942;17.29;Ams01
6336;15;187;1;39;20150607;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1200;52.378;4.8942;17.1;Ams01
6384;15;187;1;39;20150607;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1300;52.378;4.8942;16.32;Ams01
6432;15;187;1;39;20150607;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1400;52.378;4.8942;15.74;Ams01
6480;15;187;1;39;20150607;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1500;52.378;4.8942;15.48;Ams01
6528;15;187;1;39;20150607;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1600;52.378;4.8942;14.88;Ams01
6576;15;187;1;39;20150607;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1700;52.378;4.8942;14.02;Ams01
6624;15;187;1;39;20150607;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1800;52.378;4.8942;13.13;Ams01
6672;15;187;1;39;20150607;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;1900;52.378;4.8942;12.49;Ams01
6720;15;187;1;39;20150607;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;2000;52.378;4.8942;11.98;Ams01
6768;15;187;1;39;20150607;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;2100;52.378;4.8942;11.68;Ams01
6816;15;187;1;39;20150607;2200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;2200;52.378;4.8942;11.35;Ams01
6864;15;187;1;39;20150607;2300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150607;2300;52.378;4.8942;11.2;Ams01
6912;15;187;1;39;20150608;0;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;0;52.378;4.8942;11.12;Ams01
6960;15;187;1;39;20150608;100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;100;52.378;4.8942;10.92;Ams01
7008;15;187;1;39;20150608;200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;200;52.378;4.8942;10.8;Ams01
7056;15;187;1;39;20150608;300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;300;52.378;4.8942;11.1;Ams01
7104;15;187;1;39;20150608;400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;400;52.378;4.8942;11.6;Ams01
7152;15;187;1;39;20150608;500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;500;52.378;4.8942;12.42;Ams01
7200;15;187;1;39;20150608;600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;600;52.378;4.8942;13.48;Ams01
7248;15;187;1;39;20150608;700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;700;52.378;4.8942;14.5;Ams01
7296;15;187;1;39;20150608;800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;800;52.378;4.8942;15.06;Ams01
7344;15;187;1;39;20150608;900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;900;52.378;4.8942;15.98;Ams01
7392;15;187;1;39;20150608;1000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1000;52.378;4.8942;16.26;Ams01
7440;15;187;1;39;20150608;1100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1100;52.378;4.8942;16.16;Ams01
7488;15;187;1;39;20150608;1200;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1200;52.378;4.8942;16.19;Ams01
7536;15;187;1;39;20150608;1300;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1300;52.378;4.8942;15.46;Ams01
7584;15;187;1;39;20150608;1400;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1400;52.378;4.8942;14.96;Ams01
7632;15;187;1;39;20150608;1500;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1500;52.378;4.8942;14.53;Ams01
7680;15;187;1;39;20150608;1600;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1600;52.378;4.8942;13.74;Ams01
7728;15;187;1;39;20150608;1700;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1700;52.378;4.8942;13.22;Ams01
7776;15;187;1;39;20150608;1800;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1800;52.378;4.8942;12.76;Ams01
7824;15;187;1;39;20150608;1900;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;1900;52.378;4.8942;12.3;Ams01
7872;15;187;1;39;20150608;2000;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;2000;52.378;4.8942;12.01;Ams01
7920;15;187;1;39;20150608;2100;4;#NOME?;15;187;iCH_WUR;17;16001;2;264;1247;xxxx;sfc;20150608;2100;52.378;4.8942;11.74;Ams01
